slug,region_name,year,month,period,split,dengue_cases,dengue_deaths,incidence_per100k,mean_temp_C,rainfall_mm,humidity_pct,hot_days,population,pop_density_km2,urban_pct,poverty_fam_pct,oni,oni_lag3,rainfall_lag1,rainfall_anomaly_mm,humidity_lag1,temp_lag3,cases_lag1,cases_lag12,ovitrap_pct,ovitrap_lag1,is_demo_fixture
R10,Region X (Northern Mindanao),2017,4,2017-04,train,140,0,2.9,25.99,135.8,77.2,0,4822688,235.73,49.2,22.32,0,-0.4,83,8.2,79.2,24.62,170,175,14.3,18.7,1
R10,Region X (Northern Mindanao),2017,5,2017-05,train,153,2,3.17,25.68,245,80,1,4822688,235.73,49.2,22.32,0.1,-0.4,135.8,-43.3,77.2,24.29,140,168,25.2,14.3,1
R10,Region X (Northern Mindanao),2017,6,2017-06,train,222,1,4.6,25.35,225.3,81.2,0,4822688,235.73,49.2,22.32,0.1,-0.2,245,-121.8,80,24.8,153,329,17.6,25.2,1
R10,Region X (Northern Mindanao),2017,7,2017-07,train,508,3,10.53,24.85,301.6,86.1,0,4822688,235.73,49.2,22.32,0,0,225.3,-10.9,81.2,25.99,222,700,24.9,17.6,1
R10,Region X (Northern Mindanao),2017,8,2017-08,train,826,3,17.13,25.07,244.6,84.8,0,4822688,235.73,49.2,22.32,-0.2,0.1,301.6,16.3,86.1,25.68,508,662,22.9,24.9,1
R10,Region X (Northern Mindanao),2017,9,2017-09,train,507,2,10.51,25.28,492.9,89.2,1,4822688,235.73,49.2,22.32,-0.5,0.1,244.6,198.9,84.8,25.35,826,304,21.4,22.9,1
R10,Region X (Northern Mindanao),2017,10,2017-10,train,660,5,13.69,25.16,343,85.3,0,4822688,235.73,49.2,22.32,-0.7,0,492.9,0.3,89.2,24.85,507,600,36.8,21.4,1
R10,Region X (Northern Mindanao),2017,11,2017-11,train,729,0,15.12,24.35,337.9,87.9,0,4822688,235.73,49.2,22.32,-0.8,-0.2,343,135.5,85.3,25.07,660,371,30.8,36.8,1
R10,Region X (Northern Mindanao),2017,12,2017-12,train,266,2,5.52,24.73,267.2,83.7,0,4822688,235.73,49.2,22.32,-0.9,-0.5,337.9,28.4,87.9,25.28,729,146,33,30.8,1
R10,Region X (Northern Mindanao),2018,1,2018-01,train,241,0,4.93,24.58,183.5,82.7,0,4889382,238.99,49.58,17.33,-0.9,-0.7,267.2,-10.5,83.7,25.16,266,316,28.4,33,1
R10,Region X (Northern Mindanao),2018,2,2018-02,train,216,2,4.42,23.82,123.4,82.3,0,4889382,238.99,49.58,17.33,-0.8,-0.8,183.5,0.3,82.7,24.35,241,201,22.8,28.4,1
R10,Region X (Northern Mindanao),2018,3,2018-03,train,203,0,4.15,24.91,85.2,79.2,0,4889382,238.99,49.58,17.33,-0.6,-0.9,123.4,-35.3,82.3,24.73,216,170,25,22.8,1
R10,Region X (Northern Mindanao),2018,4,2018-04,train,292,2,5.97,25.6,72.4,78.1,0,4889382,238.99,49.58,17.33,-0.4,-0.9,85.2,-55.2,79.2,24.58,203,140,15.5,25,1
R10,Region X (Northern Mindanao),2018,5,2018-05,train,230,3,4.7,25.94,244.9,78.9,0,4889382,238.99,49.58,17.33,-0.2,-0.8,72.4,-43.4,78.1,23.82,292,153,12.1,15.5,1
R10,Region X (Northern Mindanao),2018,6,2018-06,train,423,1,8.65,25.52,282.7,82.8,0,4889382,238.99,49.58,17.33,0,-0.6,244.9,-64.4,78.9,24.91,230,222,23.6,12.1,1
R10,Region X (Northern Mindanao),2018,7,2018-07,train,601,2,12.29,25.49,237.1,84.4,0,4889382,238.99,49.58,17.33,0.2,-0.4,282.7,-75.4,82.8,25.6,423,508,22.6,23.6,1
R10,Region X (Northern Mindanao),2018,8,2018-08,train,1032,7,21.11,24.69,138.2,80.4,0,4889382,238.99,49.58,17.33,0.3,-0.2,237.1,-90.1,84.4,25.94,601,826,21,22.6,1
R10,Region X (Northern Mindanao),2018,9,2018-09,train,1270,5,25.97,24.93,228.8,81.3,0,4889382,238.99,49.58,17.33,0.5,0,138.2,-65.2,80.4,25.52,1032,507,24.9,21,1
R10,Region X (Northern Mindanao),2018,10,2018-10,train,780,2,15.95,25.73,302.5,85,0,4889382,238.99,49.58,17.33,0.7,0.2,228.8,-40.2,81.3,25.49,1270,660,21.7,24.9,1
R10,Region X (Northern Mindanao),2018,11,2018-11,train,937,3,19.16,25.59,273.9,87,0,4889382,238.99,49.58,17.33,0.8,0.3,302.5,71.5,85,24.69,780,729,26.8,21.7,1
R10,Region X (Northern Mindanao),2018,12,2018-12,train,540,1,11.04,25.48,365.6,87.9,0,4889382,238.99,49.58,17.33,0.8,0.5,273.9,126.8,87,24.93,937,266,24.7,26.8,1
R10,Region X (Northern Mindanao),2019,1,2019-01,test,275,2,5.55,24.22,236.1,86.7,0,4956075,242.25,49.96,17.33,0.7,0.7,365.6,42,87.9,25.73,540,241,31.9,24.7,1
R10,Region X (Northern Mindanao),2019,2,2019-02,test,400,2,8.07,24.63,112.9,81.5,1,4956075,242.25,49.96,17.33,0.7,0.8,236.1,-10.2,86.7,25.59,275,216,23.9,31.9,1
R10,Region X (Northern Mindanao),2019,3,2019-03,test,134,1,2.7,24.93,67.3,78.2,0,4956075,242.25,49.96,17.33,0.7,0.8,112.9,-53.1,81.5,25.48,400,203,18,23.9,1
R10,Region X (Northern Mindanao),2019,4,2019-04,test,218,0,4.4,26.34,205.9,79,0,4956075,242.25,49.96,17.33,0.7,0.7,67.3,78.3,78.2,24.22,134,292,14.2,18,1
R10,Region X (Northern Mindanao),2019,5,2019-05,test,460,1,9.28,27.13,146.4,79.8,0,4956075,242.25,49.96,17.33,0.6,0.7,205.9,-141.9,79,24.63,218,230,21.8,14.2,1
R10,Region X (Northern Mindanao),2019,6,2019-06,test,560,3,11.3,25.87,335,85,0,4956075,242.25,49.96,17.33,0.5,0.7,146.4,-12.1,79.8,24.93,460,423,20.6,21.8,1
R10,Region X (Northern Mindanao),2019,7,2019-07,test,1112,3,22.44,25.58,671.8,91.2,0,4956075,242.25,49.96,17.33,0.3,0.7,335,359.3,85,26.34,560,601,29.8,20.6,1
R10,Region X (Northern Mindanao),2019,8,2019-08,test,3031,18,61.16,25.16,575.4,90.6,0,4956075,242.25,49.96,17.33,0.2,0.6,671.8,347.2,91.2,27.13,1112,1032,41.6,29.8,1
R10,Region X (Northern Mindanao),2019,9,2019-09,test,2242,13,45.24,25.12,137.5,81.2,0,4956075,242.25,49.96,17.33,0.2,0.5,575.4,-156.4,90.6,25.87,3031,1270,37.5,41.6,1
R10,Region X (Northern Mindanao),2019,10,2019-10,test,2007,4,40.5,25.4,450.5,88.7,0,4956075,242.25,49.96,17.33,0.3,0.3,137.5,107.8,81.2,25.58,2242,780,22.7,37.5,1
R10,Region X (Northern Mindanao),2019,11,2019-11,test,968,1,19.53,24.86,126,84.3,0,4956075,242.25,49.96,17.33,0.5,0.2,450.5,-76.4,88.7,25.16,2007,937,37,22.7,1
R10,Region X (Northern Mindanao),2019,12,2019-12,test,714,4,14.41,25.17,310.4,86.1,0,4956075,242.25,49.96,17.33,0.5,0.2,126,71.7,84.3,25.12,968,540,18.7,37,1
R10,Region X (Northern Mindanao),2020,1,2020-01,diagnostic_excluded,394,5,7.84,24.55,303.2,88.5,0,5022768,245.51,50.34,17.33,0.5,0.3,310.4,109.1,86.1,25.4,714,275,30.2,18.7,1
R10,Region X (Northern Mindanao),2020,2,2020-02,diagnostic_excluded,303,0,6.03,24.95,211.6,83.6,0,5022768,245.51,50.34,17.33,0.5,0.5,303.2,88.5,88.5,24.86,394,400,27,30.2,1
R10,Region X (Northern Mindanao),2020,3,2020-03,diagnostic_excluded,149,1,2.97,25.04,241.9,81.6,0,5022768,245.51,50.34,17.33,0.4,0.5,211.6,121.5,83.6,25.17,303,134,17.8,27,1
R10,Region X (Northern Mindanao),2020,4,2020-04,diagnostic_excluded,86,0,1.71,26.23,185.9,78.8,0,5022768,245.51,50.34,17.33,0.2,0.5,241.9,58.3,81.6,24.55,149,218,22.9,17.8,1
R10,Region X (Northern Mindanao),2020,5,2020-05,diagnostic_excluded,239,0,4.76,25.98,596.6,87.9,0,5022768,245.51,50.34,17.33,0,0.5,185.9,308.3,78.8,24.95,86,460,20.1,22.9,1
R10,Region X (Northern Mindanao),2020,6,2020-06,diagnostic_excluded,851,4,16.94,24.96,349,84.8,0,5022768,245.51,50.34,17.33,-0.3,0.4,596.6,1.9,87.9,25.04,239,560,33.8,20.1,1
R10,Region X (Northern Mindanao),2020,7,2020-07,diagnostic_excluded,928,7,18.48,25.02,217.1,83.2,0,5022768,245.51,50.34,17.33,-0.4,0.2,349,-95.4,84.8,26.23,851,1112,26.8,33.8,1
R10,Region X (Northern Mindanao),2020,8,2020-08,diagnostic_excluded,1385,7,27.57,25.4,252.5,84.2,1,5022768,245.51,50.34,17.33,-0.6,0,217.1,24.3,83.2,25.98,928,3031,20.6,26.8,1
R10,Region X (Northern Mindanao),2020,9,2020-09,diagnostic_excluded,1304,6,25.96,24.94,256,83.3,0,5022768,245.51,50.34,17.33,-0.9,-0.3,252.5,-37.9,84.2,24.96,1385,2242,24.2,20.6,1
R10,Region X (Northern Mindanao),2020,10,2020-10,diagnostic_excluded,1021,6,20.33,25.41,496,86.5,0,5022768,245.51,50.34,17.33,-1.2,-0.4,256,153.4,83.3,25.02,1304,2007,28.5,24.2,1
R10,Region X (Northern Mindanao),2020,11,2020-11,diagnostic_excluded,649,3,12.92,24.43,341.7,87.7,0,5022768,245.51,50.34,17.33,-1.3,-0.6,496,139.3,86.5,25.4,1021,968,30.8,28.5,1
R10,Region X (Northern Mindanao),2020,12,2020-12,diagnostic_excluded,366,1,7.29,25.09,275.8,87,0,5022768,245.51,50.34,17.33,-1.2,-0.9,341.7,37.1,87.7,24.94,649,714,21.6,30.8,1
R11,Region XI (Davao Region),2016,1,2016-01,train,445,2,8.97,26.57,266.9,82.9,0,4963362,242.9,64.19,16.64,2,2.1,281.7,-14.8,82.6,26.65,363,241,24.3,26.2,1
R11,Region XI (Davao Region),2016,2,2016-02,train,393,1,7.92,26.4,272.6,83,1,4963362,242.9,64.19,16.64,1.9,2.2,266.9,93.5,82.9,26.65,445,117,21.9,24.3,1
R11,Region XI (Davao Region),2016,3,2016-03,train,131,1,2.64,26.5,155.5,80.2,0,4963362,242.9,64.19,16.64,1.6,2.3,272.6,-4.4,83,26.11,393,123,25.7,21.9,1
R11,Region XI (Davao Region),2016,4,2016-04,train,246,0,4.96,27.29,148.7,81,0,4963362,242.9,64.19,16.64,1.1,2,155.5,7.2,80.2,26.57,131,197,25.8,25.7,1
R11,Region XI (Davao Region),2016,5,2016-05,train,228,1,4.59,27.13,498.1,85.9,0,4963362,242.9,64.19,16.64,0.6,1.9,148.7,224.7,81,26.4,246,269,19,25.8,1
R11,Region XI (Davao Region),2016,6,2016-06,train,574,3,11.56,26.84,425.3,86.6,0,4963362,242.9,64.19,16.64,0.1,1.6,498.1,125,85.9,26.5,228,349,33.9,19,1
R11,Region XI (Davao Region),2016,7,2016-07,train,1145,8,23.07,26.43,409,84.7,0,4963362,242.9,64.19,16.64,-0.2,1.1,425.3,140.3,86.6,27.29,574,898,29,33.9,1
R11,Region XI (Davao Region),2016,8,2016-08,train,2064,0,41.58,26.88,199.5,80.1,0,4963362,242.9,64.19,16.64,-0.4,0.6,409,-19.2,84.7,27.13,1145,1494,31.4,29,1
R11,Region XI (Davao Region),2016,9,2016-09,train,1267,10,25.53,26.43,151.6,81.6,0,4963362,242.9,64.19,16.64,-0.5,0.1,199.5,-98.1,80.1,26.84,2064,748,24.2,31.4,1
R11,Region XI (Davao Region),2016,10,2016-10,train,973,0,19.6,26.84,159.8,79.6,0,4963362,242.9,64.19,16.64,-0.6,-0.2,151.6,-168,81.6,26.43,1267,523,22.6,24.2,1
R11,Region XI (Davao Region),2016,11,2016-11,train,961,4,19.36,26,190.8,84.5,1,4963362,242.9,64.19,16.64,-0.6,-0.4,159.8,-21.6,79.6,26.88,973,473,21.5,22.6,1
R11,Region XI (Davao Region),2016,12,2016-12,train,621,4,12.51,25.47,326.8,85,0,4963362,242.9,64.19,16.64,-0.6,-0.5,190.8,64.5,84.5,26.43,961,363,22.2,21.5,1
R11,Region XI (Davao Region),2017,1,2017-01,train,233,1,4.63,25.38,298.7,86.7,0,5033405,246.33,64.85,15.27,-0.4,-0.6,326.8,17,85,26.84,621,445,27.5,22.2,1
R11,Region XI (Davao Region),2017,2,2017-02,train,141,0,2.8,25.49,174.3,81.4,0,5033405,246.33,64.85,15.27,-0.4,-0.6,298.7,-4.8,86.7,26,233,393,24.3,27.5,1
R11,Region XI (Davao Region),2017,3,2017-03,train,165,1,3.28,25.82,111.5,81.1,0,5033405,246.33,64.85,15.27,-0.2,-0.6,174.3,-48.4,81.4,25.47,141,131,17.7,24.3,1
R11,Region XI (Davao Region),2017,4,2017-04,train,119,0,2.36,26.52,164.7,81.1,0,5033405,246.33,64.85,15.27,0,-0.4,111.5,23.1,81.1,25.38,165,246,19.8,17.7,1
R11,Region XI (Davao Region),2017,5,2017-05,train,197,3,3.91,26.44,500.2,89.4,0,5033405,246.33,64.85,15.27,0.1,-0.4,164.7,226.9,81.1,25.49,119,228,16.4,19.8,1
R11,Region XI (Davao Region),2017,6,2017-06,train,270,1,5.36,26.09,499.7,87.7,0,5033405,246.33,64.85,15.27,0.1,-0.2,500.2,199.4,89.4,25.82,197,574,37.8,16.4,1
R11,Region XI (Davao Region),2017,7,2017-07,train,791,4,15.72,26.28,228.8,81.5,0,5033405,246.33,64.85,15.27,0,0,499.7,-39.9,87.7,26.52,270,1145,30.7,37.8,1
R11,Region XI (Davao Region),2017,8,2017-08,train,505,4,10.03,26.16,155.3,80.5,0,5033405,246.33,64.85,15.27,-0.2,0.1,228.8,-63.5,81.5,26.44,791,2064,25.4,30.7,1
R11,Region XI (Davao Region),2017,9,2017-09,train,663,2,13.17,26.08,355,83.9,0,5033405,246.33,64.85,15.27,-0.5,0.1,155.3,105.4,80.5,26.09,505,1267,22.9,25.4,1
R11,Region XI (Davao Region),2017,10,2017-10,train,897,1,17.82,26.09,232.3,79.7,0,5033405,246.33,64.85,15.27,-0.7,0,355,-95.5,83.9,26.28,663,973,29.4,22.9,1
R11,Region XI (Davao Region),2017,11,2017-11,train,327,2,6.5,25.83,253.8,83.8,0,5033405,246.33,64.85,15.27,-0.8,-0.2,232.3,41.5,79.7,26.16,897,961,20.2,29.4,1
R11,Region XI (Davao Region),2017,12,2017-12,train,202,1,4.01,25.76,386.3,88.4,1,5033405,246.33,64.85,15.27,-0.9,-0.5,253.8,124,83.8,26.08,327,621,24.2,20.2,1
R11,Region XI (Davao Region),2018,1,2018-01,train,969,1,18.99,24.69,446.4,88,0,5103449,249.76,65.51,13.9,-0.9,-0.7,386.3,164.7,88.4,26.09,202,233,34.3,24.2,1
R11,Region XI (Davao Region),2018,2,2018-02,train,877,6,17.18,24.36,309.2,83.3,0,5103449,249.76,65.51,13.9,-0.8,-0.8,446.4,130,88,25.83,969,141,30.5,34.3,1
R11,Region XI (Davao Region),2018,3,2018-03,train,1032,3,20.22,26.08,167.2,78.4,0,5103449,249.76,65.51,13.9,-0.6,-0.9,309.2,7.3,83.3,25.76,877,165,35.7,30.5,1
R11,Region XI (Davao Region),2018,4,2018-04,train,696,4,13.64,26.77,76.9,77,0,5103449,249.76,65.51,13.9,-0.4,-0.9,167.2,-64.7,78.4,24.69,1032,119,26.7,35.7,1
R11,Region XI (Davao Region),2018,5,2018-05,train,820,4,16.07,26.96,270.9,79.6,0,5103449,249.76,65.51,13.9,-0.2,-0.8,76.9,-2.5,77,24.36,696,197,22.1,26.7,1
R11,Region XI (Davao Region),2018,6,2018-06,train,1518,5,29.74,26.17,411.8,85.4,0,5103449,249.76,65.51,13.9,0,-0.6,270.9,111.4,79.6,26.08,820,270,29.2,22.1,1
R11,Region XI (Davao Region),2018,7,2018-07,train,2935,10,57.51,25.73,282.9,83.7,0,5103449,249.76,65.51,13.9,0.2,-0.4,411.8,14.2,85.4,26.77,1518,791,25.4,29.2,1
R11,Region XI (Davao Region),2018,8,2018-08,train,3710,24,72.7,26.04,196.1,80.8,0,5103449,249.76,65.51,13.9,0.3,-0.2,282.9,-22.7,83.7,26.96,2935,505,30.1,25.4,1
R11,Region XI (Davao Region),2018,9,2018-09,train,3385,18,66.33,26.92,354.3,84.5,0,5103449,249.76,65.51,13.9,0.5,0,196.1,104.6,80.8,26.17,3710,663,21.5,30.1,1
R11,Region XI (Davao Region),2018,10,2018-10,train,2474,17,48.48,26.56,422.5,85,0,5103449,249.76,65.51,13.9,0.7,0.2,354.3,94.8,84.5,25.73,3385,897,34.6,21.5,1
R11,Region XI (Davao Region),2018,11,2018-11,train,538,2,10.54,26.27,98.8,82.2,0,5103449,249.76,65.51,13.9,0.8,0.3,422.5,-113.5,85,26.04,2474,327,31.6,34.6,1
R11,Region XI (Davao Region),2018,12,2018-12,train,1512,9,29.63,25.69,265.2,85.2,0,5103449,249.76,65.51,13.9,0.8,0.5,98.8,2.9,82.2,26.92,538,202,12.7,31.6,1
R11,Region XI (Davao Region),2019,1,2019-01,test,710,3,13.72,25.3,217.5,83.4,0,5173492,253.19,66.17,13.9,0.7,0.7,265.2,-64.2,85.2,26.56,1512,969,26.3,12.7,1
R11,Region XI (Davao Region),2019,2,2019-02,test,274,2,5.3,25.29,209,82.5,0,5173492,253.19,66.17,13.9,0.7,0.8,217.5,29.9,83.4,26.27,710,877,20,26.3,1
R11,Region XI (Davao Region),2019,3,2019-03,test,667,2,12.89,26.12,304.3,83.2,0,5173492,253.19,66.17,13.9,0.7,0.8,209,144.4,82.5,25.69,274,1032,23.2,20,1
R11,Region XI (Davao Region),2019,4,2019-04,test,863,6,16.68,26.84,142.4,79.5,0,5173492,253.19,66.17,13.9,0.7,0.7,304.3,0.8,83.2,25.3,667,696,31,23.2,1
R11,Region XI (Davao Region),2019,5,2019-05,test,650,0,12.56,27.73,156,78.7,0,5173492,253.19,66.17,13.9,0.6,0.7,142.4,-117.4,79.5,25.29,863,820,20.6,31,1
R11,Region XI (Davao Region),2019,6,2019-06,test,1446,7,27.95,26.56,483.6,87.1,0,5173492,253.19,66.17,13.9,0.5,0.7,156,183.2,78.7,26.12,650,1518,22.8,20.6,1
R11,Region XI (Davao Region),2019,7,2019-07,test,2509,12,48.5,26.01,376.7,86,0,5173492,253.19,66.17,13.9,0.3,0.7,483.6,108,87.1,26.84,1446,2935,32.9,22.8,1
R11,Region XI (Davao Region),2019,8,2019-08,test,5703,21,110.24,27.51,176.7,82.2,0,5173492,253.19,66.17,13.9,0.2,0.6,376.7,-42.1,86,27.73,2509,3710,24.7,32.9,1
R11,Region XI (Davao Region),2019,9,2019-09,test,3713,21,71.77,26.54,197.2,80,0,5173492,253.19,66.17,13.9,0.2,0.5,176.7,-52.5,82.2,26.56,5703,3385,27.7,24.7,1
R11,Region XI (Davao Region),2019,10,2019-10,test,2653,16,51.28,26.62,200.5,80.6,1,5173492,253.19,66.17,13.9,0.3,0.3,197.2,-127.3,80,26.01,3713,2474,20.3,27.7,1
R11,Region XI (Davao Region),2019,11,2019-11,test,1346,7,26.02,25.81,240.7,83.4,0,5173492,253.19,66.17,13.9,0.5,0.2,200.5,28.3,80.6,27.51,2653,538,23.4,20.3,1
R11,Region XI (Davao Region),2019,12,2019-12,test,1271,2,24.57,25.98,347.6,86.7,0,5173492,253.19,66.17,13.9,0.5,0.2,240.7,85.3,83.4,26.54,1346,1512,28.2,23.4,1
R11,Region XI (Davao Region),2020,1,2020-01,diagnostic_excluded,495,1,9.44,25.85,413.5,86.1,0,5243536,256.62,66.84,13.9,0.5,0.3,347.6,131.8,86.7,26.62,1271,710,30.3,28.2,1
R11,Region XI (Davao Region),2020,2,2020-02,diagnostic_excluded,415,1,7.91,25.36,199.5,82.5,1,5243536,256.62,66.84,13.9,0.5,0.5,413.5,20.3,86.1,25.81,495,274,26.2,30.3,1
R11,Region XI (Davao Region),2020,3,2020-03,diagnostic_excluded,289,0,5.51,25.83,264.8,83.5,0,5243536,256.62,66.84,13.9,0.4,0.5,199.5,104.9,82.5,25.98,415,667,19.7,26.2,1
R11,Region XI (Davao Region),2020,4,2020-04,diagnostic_excluded,214,0,4.08,26.6,121.7,78.3,0,5243536,256.62,66.84,13.9,0.2,0.5,264.8,-19.9,83.5,25.85,289,863,31.9,19.7,1
R11,Region XI (Davao Region),2020,5,2020-05,diagnostic_excluded,330,0,6.29,26.6,537.5,87.2,0,5243536,256.62,66.84,13.9,0,0.5,121.7,264.1,78.3,25.36,214,650,18.5,31.9,1
R11,Region XI (Davao Region),2020,6,2020-06,diagnostic_excluded,433,0,8.26,27.05,265.8,80.7,0,5243536,256.62,66.84,13.9,-0.3,0.4,537.5,-34.6,87.2,25.83,330,1446,36.7,18.5,1
R11,Region XI (Davao Region),2020,7,2020-07,diagnostic_excluded,1087,5,20.73,26.13,174.6,79,0,5243536,256.62,66.84,13.9,-0.4,0.2,265.8,-94.1,80.7,26.6,433,2509,23.8,36.7,1
R11,Region XI (Davao Region),2020,8,2020-08,diagnostic_excluded,1131,6,21.57,26.02,292.6,85.1,0,5243536,256.62,66.84,13.9,-0.6,0,174.6,73.8,79,26.6,1087,5703,24.1,23.8,1
R11,Region XI (Davao Region),2020,9,2020-09,diagnostic_excluded,2184,3,41.65,26.85,271.7,84.2,0,5243536,256.62,66.84,13.9,-0.9,-0.3,292.6,22,85.1,27.05,1131,3713,31.7,24.1,1
R11,Region XI (Davao Region),2020,10,2020-10,diagnostic_excluded,1480,8,28.23,26.08,321.5,83.2,0,5243536,256.62,66.84,13.9,-1.2,-0.4,271.7,-6.2,84.2,26.13,2184,2653,24.3,31.7,1
R11,Region XI (Davao Region),2020,11,2020-11,diagnostic_excluded,564,4,10.76,25.83,186,82.8,0,5243536,256.62,66.84,13.9,-1.3,-0.6,321.5,-26.3,83.2,26.02,1480,1346,29.3,24.3,1
R11,Region XI (Davao Region),2020,12,2020-12,diagnostic_excluded,288,0,5.49,25.78,212,81.6,0,5243536,256.62,66.84,13.9,-1.2,-0.9,186,-50.3,82.8,26.85,564,1271,22.2,29.3,1
R12,Region XII (SOCCSKSARGEN),2016,1,2016-01,train,119,0,2.58,26.79,163.2,79.7,0,4616518,202.6,51.18,28.26,2,2.1,292.5,-20.8,81.8,26.64,385,503,26.5,14.6,1
R12,Region XII (SOCCSKSARGEN),2016,2,2016-02,train,87,2,1.88,27.15,218,79.8,0,4616518,202.6,51.18,28.26,1.9,2.2,163.2,103.2,79.7,26.46,119,495,18.6,26.5,1
R12,Region XII (SOCCSKSARGEN),2016,3,2016-03,train,76,0,1.65,28.46,344.3,76.5,0,4616518,202.6,51.18,28.26,1.6,2.3,218,168.9,79.8,26.09,87,359,22.1,18.6,1
R12,Region XII (SOCCSKSARGEN),2016,4,2016-04,train,138,2,2.99,28.05,322.1,74.4,0,4616518,202.6,51.18,28.26,1.1,2,344.3,152.6,76.5,26.79,76,294,29.5,22.1,1
R12,Region XII (SOCCSKSARGEN),2016,5,2016-05,train,99,1,2.14,27.57,183.3,77.8,0,4616518,202.6,51.18,28.26,0.6,1.9,322.1,-127.1,74.4,27.15,138,559,29.7,29.5,1
R12,Region XII (SOCCSKSARGEN),2016,6,2016-06,train,204,1,4.42,26.87,419.8,85.7,0,4616518,202.6,51.18,28.26,0.1,1.6,183.3,84.4,77.8,28.46,99,1157,18.2,29.7,1
R12,Region XII (SOCCSKSARGEN),2016,7,2016-07,train,343,2,7.43,25.9,102.8,79.9,0,4616518,202.6,51.18,28.26,-0.2,1.1,419.8,-185,85.7,28.05,204,2341,26.3,18.2,1
R12,Region XII (SOCCSKSARGEN),2016,8,2016-08,train,506,3,10.96,26.29,122.4,78.6,0,4616518,202.6,51.18,28.26,-0.4,0.6,102.8,-86.9,79.9,27.57,343,1802,20.5,26.3,1
R12,Region XII (SOCCSKSARGEN),2016,9,2016-09,train,641,4,13.88,26.38,181.4,80.7,0,4616518,202.6,51.18,28.26,-0.5,0.1,122.4,-57.2,78.6,26.87,506,2725,20.2,20.5,1
R12,Region XII (SOCCSKSARGEN),2016,10,2016-10,train,357,3,7.73,26.37,280.6,80.8,0,4616518,202.6,51.18,28.26,-0.6,-0.2,181.4,-65.3,80.7,25.9,641,2751,20.7,20.2,1
R12,Region XII (SOCCSKSARGEN),2016,11,2016-11,train,276,0,5.98,26.36,190.8,85.1,0,4616518,202.6,51.18,28.26,-0.6,-0.4,280.6,-15.5,80.8,26.29,357,1370,26.6,20.7,1
R12,Region XII (SOCCSKSARGEN),2016,12,2016-12,train,123,0,2.66,26.34,150.6,80.2,0,4616518,202.6,51.18,28.26,-0.6,-0.5,190.8,-65.6,85.1,26.38,276,385,18.6,26.6,1
R12,Region XII (SOCCSKSARGEN),2017,1,2017-01,train,101,1,2.15,26.67,94.3,77.8,0,4687760,205.73,52.25,25.31,-0.4,-0.6,150.6,-89.7,80.2,26.37,123,119,19.3,18.6,1
R12,Region XII (SOCCSKSARGEN),2017,2,2017-02,train,118,0,2.52,26.75,63.8,73.1,0,4687760,205.73,52.25,25.31,-0.4,-0.6,94.3,-51,77.8,26.36,101,87,23.2,19.3,1
R12,Region XII (SOCCSKSARGEN),2017,3,2017-03,train,114,1,2.43,27.12,134.6,73.3,0,4687760,205.73,52.25,25.31,-0.2,-0.6,63.8,-40.7,73.1,26.34,118,76,13.9,23.2,1
R12,Region XII (SOCCSKSARGEN),2017,4,2017-04,train,92,0,1.96,28.01,252.5,74.4,1,4687760,205.73,52.25,25.31,0,-0.4,134.6,83,73.3,26.67,114,138,19.4,13.9,1
R12,Region XII (SOCCSKSARGEN),2017,5,2017-05,train,105,2,2.24,27.48,329.7,79.8,0,4687760,205.73,52.25,25.31,0.1,-0.4,252.5,19.3,74.4,26.75,92,99,19.1,19.4,1
R12,Region XII (SOCCSKSARGEN),2017,6,2017-06,train,303,2,6.46,26.57,281,79.9,0,4687760,205.73,52.25,25.31,0.1,-0.2,329.7,-54.4,79.8,27.12,105,204,25.9,19.1,1
R12,Region XII (SOCCSKSARGEN),2017,7,2017-07,train,122,1,2.6,26.65,277,81.6,0,4687760,205.73,52.25,25.31,0,0,281,-10.8,79.9,28.01,303,343,21.8,25.9,1
R12,Region XII (SOCCSKSARGEN),2017,8,2017-08,train,329,2,7.02,25.91,199.7,81.4,1,4687760,205.73,52.25,25.31,-0.2,0.1,277,-9.7,81.6,27.48,122,506,25.3,21.8,1
R12,Region XII (SOCCSKSARGEN),2017,9,2017-09,train,488,1,10.41,26.81,254.4,82.5,0,4687760,205.73,52.25,25.31,-0.5,0.1,199.7,15.8,81.4,26.57,329,641,20.8,25.3,1
R12,Region XII (SOCCSKSARGEN),2017,10,2017-10,train,370,1,7.89,26.09,759.5,92.7,0,4687760,205.73,52.25,25.31,-0.7,0,254.4,413.6,82.5,26.65,488,357,26.9,20.8,1
R12,Region XII (SOCCSKSARGEN),2017,11,2017-11,train,224,1,4.78,26.03,130.6,80,0,4687760,205.73,52.25,25.31,-0.8,-0.2,759.5,-75.6,92.7,25.91,370,276,41.2,26.9,1
R12,Region XII (SOCCSKSARGEN),2017,12,2017-12,train,172,2,3.67,26.13,257.9,81.9,0,4687760,205.73,52.25,25.31,-0.9,-0.5,130.6,41.7,80,26.81,224,123,14.9,41.2,1
R12,Region XII (SOCCSKSARGEN),2018,1,2018-01,train,558,4,11.73,25.96,118.1,78.6,0,4759002,208.86,53.32,22.35,-0.9,-0.7,257.9,-65.8,81.9,26.09,172,101,24.3,14.9,1
